TOKENS;AI;GAMING;MEMES;top;Symbol;1h%;24h%;7d%;Volumen (24h) USD;Volumen (24h) Tokens;ACC. CIRCULACION;CAP. USD;Precio USD;Alameda Research;Arrington XRP Capital;Binance Labs;Blockchain Capital;CMS Holdings;Coinfund;DCG;DeFiance Capital;DWF Labs;eGirl Capital;Fabric Ventures;Fenbushi Capital;Multicoin Capital;Pantera Capital;Paradigm;Placeholder Ventures;Play_To_Earn;Polychain Capital;Three Arrows Capital;USV;BITCOIN;CARDANO;ETHERIUM;SOLANA;TRON;OTHER
Atlas Navi;1;0;0;931.0;NAVI;0.58;16.36;-16.94;558234.0;1780585.0;51997982.0;16314042.0;0.3137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BunnyPark;0;1;0;4911.0;BP;-0.03;-1.14;-9.9;14125.0;5426815.0;78204970.0;203550.0;0.002603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CryptoTanks;0;1;0;2104.0;TANK;1.13;-24.07;-38.98;8171.0;2318314.0;48610000.0;167944.0;0.003524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Crabada;0;1;0;2008.0;CRA;0.0;-1.06;-33.65;11.0;14503.0;355983565.0;260048.0;0.0007305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
HairyPotheadTrempSanic69Inu;0;0;1;4036.0;SOLANA;-16.59;85.32;-45.58;57399.0;269968639.0;999971520.0;212609.0;0.0002126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Jeo Boden;0;0;1;2455.0;BODEN;1.38;8.77;-18.06;21851979.0;34050960.0;690325516.0;443011849.0;0.6417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
The HUSL;0;1;0;1983.0;HUSL;0.0;-2.65;-32.69;14750.0;520992.0;10379879.0;293866.0;0.02831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Pepe;0;0;1;47.0;PEPE;0.85;2.96;-31.14;588209672.0;115621834758682.0;420689899999995.0;2144238928.0;5,09E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Dynasty Wars;0;1;0;4919.0;DWARS;6.67;9.54;-18.33;14030.0;122066.0;1000000.0;114936.0;0.1149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Memes vs Undead;0;0;1;6373.0;MVU;0.0;0.82;-15.05;671.0;23110.0;1670000.0;48486.0;0.02903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Devomon;0;1;0;2837.0;EVO;-0.72;-3.99;-18.76;741666.0;157585971.0;82149000.0;386628.0;0.004706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PlatON;1;0;0;577.0;LAT;-0.5;-8.54;-32.03;5676714.0;530293175.0;5343139138.0;57070208.0;0.01069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
RaceFi;0;1;0;2050.0;RACEFI;0.31;1.4;-3.15;516.0;111529.0;46185335.0;213759.0;0.004628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
Space Misfits;0;1;0;4161.0;SMCW;0.0;2.47;-2.39;45283.0;8174552.0;48394393.0;268079.0;0.005539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
Scotty The Ai;0;0;1;2948.0;SCOTTY;2.06;-9.25;-23.09;507715.0;63461705.0;867283945.0;6938565.0;0.008078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MagicCraft;0;1;0;1130.0;MCRT;0.1;1.87;-11.83;403757.0;211268489.0;4364257893.0;8350640.0;0.001911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
MOG Coin;0;0;1;287.0;MOG;-2.55;5.69;-11.05;6691100.0;13694731429615.0;390570159911439.0;190562843.0;4.89e-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Young Peezy AKA Pepe;0;0;1;3537.0;PEEZY;-3.75;26.46;44.84;137717.0;35489772.0;1000000000.0;3880479.0;0.00388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Spintop;0;1;0;4930.0;SPIN;0.08;-1.92;-9.13;13865.0;1340314.0;420411050.0;4348940.0;0.01034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Baby Luffy;0;0;1;7334.0;BLF;0.02;-0.37;20.06;67.0;30010.0;10000000.0;22253.0;0.002225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Samoyedcoin;0;0;1;788.0;SAMO;-0.31;-2.0;-28.35;1538974.0;220791646.0;3657134467.0;25473996.0;0.006966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
XMON;1;0;0;1685.0;XMON;-0.34;4.71;-12.61;12837.0;17.0;1495.0;1116604.0;746.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
StarSharks (SSS);0;1;0;5145.0;SSS;0.15;1.8;-12.34;9880.0;127268.0;1312693.0;101903.0;0.07763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Powsche;0;0;1;3156.0;POWSCHE;-0.91;-10.22;-22.45;291447.0;2800903.0;99904282.0;10395498.0;0.1042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
elizabath whoren;0;0;1;3728.0;WHOREN;11.91;26.53;-18.35;100769.0;2605597.0;97968674.0;3788841.0;0.03867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Apu Apustaja;0;0;1;2510.0;APU;0.45;27.37;-46.02;6101819.0;16620187851.0;337892270705.0;124051401.0;0.0003671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Chonk The Cat;0;0;1;5033.0;CHONK;2.84;15.31;7.18;12253.0;37720530.0;1000000000.0;324834.0;0.0003248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DinoX;0;1;0;2105.0;DNXC;0.13;-0.96;2.69;154775.0;31005775.0;34011080.0;169705.0;0.004992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
WallstreetBets Classic;0;0;1;7537.0;WSBC;0.0;2.67;-18.06;35.0;4452371.0;10000000000.0;78853.0;7,89E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Doginhood;0;0;1;5434.0;DOGIN;3.33;3.66;-38.33;5226.0;37294317.0;1000000000.0;140122.0;0.0001401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
World Record Banana;0;0;1;5295.0;BANANA;0.81;-5.04;-33.33;7095.0;217092007.0;9000000000.0;294155.0;3,27E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Step App;1;1;0;901.0;FITFI;0.78;0.87;-33.83;5284866.0;765250308.0;2530000000.0;17467118.0;0.006904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Forgotten Playland;0;1;0;3125.0;FP;-0.04;2.07;-26.93;322338.0;9460308.0;550000000.0;18739968.0;0.03407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Dope Wars Paper;0;1;0;4516.0;PAPER;0.0;-9.65;-24.99;24975.0;4411436.0;901785710.0;5105298.0;0.005661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Game Meteor Coin;0;1;0;3338.0;GMTO;0.78;0.78;15.4;197799.0;84475814.0;735960327.0;1723241.0;0.002336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
MawCAT;0;0;1;2661.0;MAW;1.95;-4.49;1761212.0;1603967.0;33609378049.0;9600000000.0;458148.0;4,77E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
bonkwifhat;0;0;1;4167.0;BIF;0.64;11.15;-22.76;44803.0;89674837.0;1000000000.0;499620.0;0.0004996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Mozaic;1;0;0;1462.0;MOZ;0.47;0.63;-30.84;10401.0;374887.0;93182632.0;2588236.0;0.02774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HairyPlotterFTX;0;0;1;2238.0;FTX;0.0;-0.9;-8.42;666.0;51625610.0;5505721106.0;71028.0;1.29e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
L;0;0;1;4240.0;$L;-0.14;0.85;-16.91;38775.0;44264105650.0;711983561375.0;623691.0;8.76e-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Wojak;0;0;1;2626.0;WOJAK;-0.67;11.27;-2.97;2030418.0;5043176212.0;69420000000.0;27948972.0;0.0004026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Altura;0;1;0;709.0;ALU;-0.13;-0.01;-20.52;9383972.0;201031889.0;719755021.0;33561938.0;0.04662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Peepo (SOL);0;0;1;4775.0;$PEEP;1.34;15.35;-12.78;16954.0;1169489180.0;52893769270.0;766778.0;1.45e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
You Looked;0;0;1;3535.0;CIRCLE;-0.22;32.92;-28.18;137342.0;79493979.0;997061051.0;1722628.0;0.001728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CorgiCoin;0;0;1;5206.0;CORGI;0.46;-3.8;-23.1;8676.0;91992189.0;10000000000.0;943082.0;9,47E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PolkaWar;0;1;0;2047.0;PWAR;-0.16;-1.66;-4.41;24917.0;9577018.0;82822168.0;216705.0;0.002602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SHILL Token;0;1;0;1458.0;SHILL;0.06;2.03;-20.48;716166.0;98820535.0;357073944.0;2587885.0;0.007247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
WALLi;0;0;1;5902.0;WALLI;0.17;0.42;-29.14;1878.0;19818737.0;999999995.0;94761.0;9,48E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Nosana;1;0;0;2567.0;NOS;0.88;2.9;0.04;3111955.0;841563.0;85676131.0;316815615.0;3.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HEROcoin;0;1;0;2056.0;PLAY;0.56;0.67;-3.32;3006.0;2529907.0;177023648.0;209098.0;0.001188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Baby;0;0;1;2633.0;BABY;5.16;12.96;2.78;1920244.0;26774924375.0;901762238077.0;64672578.0;7,17E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BrianArmstrongCoinbaseUSDC2012;0;0;1;4412.0;BASE;-2.5;12.18;-63.8;28603.0;4629975705.0;69000000000.0;426268.0;6,18E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Plerf;0;0;1;5691.0;PLERF;2.76;-7.58;-63.54;3043.0;22316477.0;499999842.0;68186.0;0.0001364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AVAX HAS NO CHILL;0;0;1;3206.0;NOCHILL;0.46;7.18;-39.5;270389.0;27153146.0;1550000000.0;15434800.0;0.00996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Grok X GROK;0;0;1;5871.0;X;0.65;-0.23;-17.29;1965.0;2280092.0;75990000.0;65493.0;0.0008619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Fomo Base;0;0;1;2995.0;FOMO;-0.24;29.45;-14.78;443427.0;1172390905.0;10000000000.0;3782248.0;0.000378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Axl Inu;0;0;1;4864.0;AXL;0.44;16.77;77.17;14769.0;582910924.0;8852764893.0;224298.0;2,53E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Hump;0;0;1;2876.0;HUMP;1.08;4.59;-40.12;644089.0;66940790.0;6899999093.0;66390231.0;0.009622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Coq Inu;0;0;1;294.0;COQ;2.01;6.29;-24.27;4490298.0;1693400219809.0;69420000000000.0;184335348.0;2,65E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
What's Updog;0;0;1;4295.0;UPDOG;-0.16;5.15;-24.9;35295.0;67890645.0;999999048.0;519879.0;0.0005199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
NEAR Protocol;1;0;0;20.0;NEAR;-0.35;-0.61;-9.23;533925638.0;95761775.0;1063890016.0;5928249480.0;5.57;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Frogonsol;0;0;1;6368.0;FROG;0.52;6.01;-20.92;679.0;39901678.0;69000000000.0;1174080.0;1,70E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Era Token (Era7);0;1;0;2346.0;ERA;0.86;-39.37;-46.41;1299.0;3488092.0;46021643.0;17136.0;0.0003723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Kabosu Family;0;0;1;4376.0;KABOSU;-0.21;8.97;-6.98;30466.0;13470947359.0;87300000000.0;197439.0;2,26E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PLAYA3ULL GAMES;0;1;0;1037.0;3ULL;0.56;-0.63;-30.21;755228.0;313282604.0;4723235871.0;11431711.0;0.002411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Sussy Baka Impostor;0;0;1;4812.0;AMOGUS;1.97;-49.49;-62.25;15967.0;276188181.0;999902470.0;57807.0;5,78E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
CatWifHat;0;0;1;2683.0;CATWIF;5.33;22.9;-30.06;1391047.0;351014198.0;899998383.0;3566638.0;0.003963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Enjinstarter;0;1;0;3164.0;EJS;0.07;9.6;-7.79;289718.0;37837235.0;3593763002.0;27517238.0;0.007657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Animalia;0;1;0;5270.0;ANIM;0.73;0.22;-34.87;7490.0;213959.0;25770000.0;902176.0;0.03501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Flux;1;0;0;192.0;FLUX;0.57;3.48;-6.78;10480762.0;11291449.0;345455887.0;320421354.0;0.9292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Gary Banking;0;0;1;4428.0;GB;1.59;6.56;-3.66;27921.0;100388269.0;21000000000.0;5840674.0;0.0002781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Snoopy;0;0;1;5854.0;SNOOPY;0.73;1.39;-66.63;2043.0;5876234.0;98997528.0;34410.0;0.0003476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Planet Sandbox;0;1;0;3813.0;PSB;0.26;-4.05;-26.09;87775.0;6015689.0;5286194.0;77131.0;0.01459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
WAGMI Games;0;1;0;821.0;WAGMIGAMES;0.39;-3.01;-25.92;5503060.0;431058102738.0;1804354666195.0;23163729.0;1,28E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Echelon Prime;1;1;0;107.0;PRIME;0.02;8.83;-12.71;13726385.0;726140.0;35773841.0;677201324.0;18.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
Forest Knight;0;1;0;1789.0;KNIGHT;-2.02;-7.91;-30.19;25222.0;666410.0;19167672.0;725394.0;0.03785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
TEH EPIK DUCK;0;0;1;2505.0;EPIK;-0.1;-10.22;171.13;6321656.0;163995332.0;846671687.0;32637316.0;0.03855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SOLANA MEME TOKEN;0;0;1;4634.0;SOL10;0.89;31.25;5.67;20882.0;960293342.0;1000000000.0;21745.0;2,18E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PLANET;0;1;0;647.0;PLANET;1.4;2.75;-19.11;3320179.0;65549859066.0;851450035658.0;43504166.0;5.11e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Nakamoto Games;0;1;0;365.0;NAKA;1.05;-0.42;-20.65;11782661.0;8349273.0;90463652.0;127816206.0;1.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
HarryPotterObamaInu;0;0;1;3394.0;INU;-0.67;-4.82;17.92;179246.0;3735729069.0;1000000000.0;47982.0;4,80E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NuNet;1;0;0;787.0;NTX;0.62;3.38;-12.04;174750.0;3349218.0;504084665.0;26280910.0;0.05214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
TRAVA.FINANCE;1;0;0;1629.0;TRAVA;0.41;3.13;-23.63;1277953.0;2412033166.0;2601748666.0;1378526.0;0.0005298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Alpaca City;0;1;0;4266.0;ALPA;-0.09;-2.76;-9.27;37333.0;2754553.0;6966504.0;94419.0;0.01355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Suicune on SUI;0;0;1;4469.0;HSUI;0.0;-0.97;-28.59;26425.0;1573138.0;245000000.0;4115385.0;0.0168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JustAnEGG;0;0;1;2616.0;EGG;9.76;-12.87;-22.75;2105392.0;109379749.0;399399399.0;7687823.0;0.01925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Son of Brett;0;0;1;5677.0;BRATT;0.92;1.93;-35.04;3136.0;137071.0;10000000.0;228767.0;0.02288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Solana Kit;0;0;1;2551.0;SOLKIT;8.87;-14.57;88.77;3733139.0;310968000.0;100000000.0;1200490.0;0.012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Gooch;0;0;1;6559.0;GOOCH;0.0;-2.29;-14.15;438.0;2194286.0;6969696969.0;1392313.0;0.0001998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ChainGPT;1;0;0;397.0;CGPT;1.48;9.31;-4.23;7149930.0;26726542.0;432386054.0;116037148.0;0.2682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Phantasma;1;1;0;938.0;SOUL;0.02;1.21;-10.86;117415.0;927089.0;124129198.0;15724877.0;0.1266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GameGPT;1;1;0;811.0;DUEL;1.75;4.25;-18.13;18674150.0;1137060184.0;1454408582.0;24159051.0;0.01661;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COIN;0;0;1;6056.0;COIN;0.0;5.56;-12.64;1347.0;1579221.0;231489000.0;197474.0;0.0008531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Etherscape;0;1;0;5345.0;SCAPE;7.52;34.82;61.33;6365.0;108844.0;10000000.0;584745.0;0.05847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Optimus AI;1;0;1;842.0;OPTI;-0.38;-1.21;-10.89;338047.0;1470717.0;95034939.0;21846731.0;0.2299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Vidya;0;1;0;1477.0;VIDYA;0.29;1.79;-12.03;308017.0;4789225.0;38248269.0;2468612.0;0.06431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Wizardia;0;1;0;1851.0;WZRD;-9.12;-0.84;-14.84;65970.0;14973896.0;126906692.0;556197.0;0.004406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Wall Street Memes;0;0;1;999.0;WSM;0.25;-3.61;-13.09;2393041.0;349748083.0;1897362923.0;12977204.0;0.00684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Green Shiba Inu [New];0;0;1;1330.0;GINUX;0.02;9.67;-30.24;350063.0;296036844854.0;3572880055132.0;4204842.0;1,18E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Save America;0;0;1;4345.0;DJT;7.21;1.39;-32.02;31892.0;22932354.0;1000000000.0;1390707.0;0.001391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SOLGOAT;0;0;1;2560.0;SOLGOAT;2.15;-23.41;-35.63;3454922.0;120226671.0;100000000.0;2873673.0;0.02874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
VIDT DAO;1;1;0;767.0;VIDT;0.21;4.93;-24.93;1994645.0;55810962.0;770011370.0;27498531.0;0.03572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
K9 Finance;0;0;1;2873.0;KNINE;-4.29;-6.45;-32.77;658996.0;12583605194.0;81276332193.0;4256393.0;5,24E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Christmas Pump;0;0;1;3902.0;CHRISPUMP;0.01;1.75;-21.19;73223.0;10207720325.0;25122512251225.0;180211095.0;7,17E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Book of Pepe;0;0;1;4859.0;BOPE;0.0;2.87;-35.59;15025.0;9292636786.0;409830000000.0;662626.0;1,62E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
All Your Base;0;0;1;5839.0;YOBASE;0.0;7.57;-14.03;2149.0;85883573.0;21000000000.0;525489.0;2,50E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SOLPENG;0;0;1;7129.0;SOLPENG;-0.12;8.41;121.31;110.0;85.0;7000.0;9048.0;1.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CryptoMoonShot;0;0;1;7466.0;$CMOON;0.98;-0.08;-15.61;46.0;4115722.0;8100000000.0;90432.0;1,12E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
STARSHIP;0;1;0;1845.0;STARSHIP;-0.46;1.07;-14.42;321.0;10511.0;18908258.0;576669.0;0.0305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Gunstar Metaverse;0;1;0;2187.0;GSTS;-1.27;0.6;-14.75;4297.0;1263656.0;31290286.0;106426.0;0.0034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PepInu;0;0;1;4979.0;PEPINU;-0.07;9.94;-16.23;13129.0;98857555.0;4206900000.0;558705.0;0.0001328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Solidus Ai Tech;1;0;0;390.0;AITECH;-0.16;1.57;13.82;7518560.0;35138666.0;552508592.0;118134299.0;0.2139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Queen of Engrand;0;0;1;3791.0;QUEEN;-2.24;15.42;-48.61;90074.0;49814394.0;1000000000.0;1808183.0;0.00181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PEPI;0;0;1;6246.0;PEPI;0.02;-8.31;-21.25;865.0;7937536.0;400000000.0;43586.0;0.000109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Bird Dog;0;0;1;3819.0;BIRDDOG;4.27;22.52;8.2;86606.0;46389808.0;999919349.0;1866760.0;0.001867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Landwolf;0;0;1;3328.0;WOLF;1.98;33.53;-12.48;202419.0;10556253.0;420690000.0;8066840.0;0.01918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
